zipcode;locality;subregion;region
33490;33004;33;03
33538;33049;33;03
33578;33046;33;03
33579;33047;33;03
33580;33066;33;03
33584;33049;33;03
33585;33045;33;03
33670;33002;33;03
33686;33002;33;03
33716;33018;33;03
33776;33074;33;03
33836;33059;33;03
34210;34069;34;07
34406;34068;34;07
34820;34027;34;07
35013;35016;35;05
35106;35019;35;05
35118;35002;35;05
35219;35026;35;05
35329;35033;35;05
35489;35001;35;05
35509;35004;35;05
35539;35024;35;05
35638;35003;35;05
36156;36038;36;12
36419;36033;36;12
36490;36014;36;12
36547;36052;36;12
36653;36005;36;12
36681;36017;36;12
36750;36054;36;12
36789;36023;36;12
36837;36025;36;12
36840;36037;36;12
36842;36037;36;12
36886;36009;36;12
36893;36042;36;12
37129;37087;37;07
37220;37132;37;07
37248;37003;37;07
37449;37087;37;07
37540;37136;37;07
37638;37304;37;07
37657;37313;37;07
37684;37112;37;07
37799;37338;37;07
38500;38020;38;05
38631;38006;38;05
38801;38036;38;05
38849;38050;38;05
38910;38048;38;05
39300;39087;39;06
39310;39044;39;06
39613;39008;39;06
39813;39007;39;06
39815;39067;39;06
40141;40001;40;07
40144;40180;40;07
40153;40194;40;07
40195;40194;40;07
40211;40063;40;07
40234;40127;40;07
40313;40202;40;07
40317;40195;40;07
40358;40087;40;07
40443;40176;40;07
40491;40022;40;07
40590;40191;40;07
41010;41091;41;01
41016;41091;41;01
41460;41066;41;01
41600;41011;41;01
41704;41038;41;01
41870;41013;41;01
42140;42164;42;07
42291;42144;42;07
43392;43042;43;09
43450;43124;43;09
43750;43060;43;09
43812;43090;43;09
44130;44263;44;02
44397;44216;44;02
44421;44231;44;02
44593;44237;44;02
44594;44241;44;02
44610;44049;44;02
44651;44077;44;02
44706;44066;44;02
44790;44043;44;02
45160;45070;45;08
45224;45161;45;08
45512;45134;45;08
45540;45060;45;08
45612;45181;45;08
45646;45154;45;08
45960;45056;45;08
46191;46256;46;10
46352;46213;46;10
46640;46170;46;10
46715;46037;46;10
46721;46198;46;10
46819;46180;46;10
46822;46073;46;10
46841;46090;46;10
46920;46169;46;10
47003;47186;47;07
47005;47186;47;07
47186;47060;47;07
47192;47041;47;07
47463;47189;47;07
48003;48020;48;16
48116;48035;48;16
48277;48030;48;16
48311;48028;48;16
48313;48033;48;16
48340;48003;48;16
48500;48002;48;16
48630;48043;48;16
49155;49024;49;07
49166;49247;49;07
49334;49066;49;07
49358;49224;49;07
49512;49071;49;07
49550;49068;49;07
49693;49075;49;07
49751;49025;49;07
50156;50291;50;02
50161;50206;50;02
50174;50285;50;02
50237;50129;50;02
50295;50228;50;02
50320;50110;50;02
50430;50163;50;02
01071;01059;01;16
01216;01016;01;16
01240;01001;01;16
01300;01031;01;16
01420;01046;01;16
02007;02003;02;08
02311;02062;02;08
02315;02076;02;08
03011;03014;03;10
03014;03014;03;10
03330;03059;03;10
03508;03031;03;10
03728;03006;03;10
03750;03101;03;10
03778;03026;03;10
04213;04082;04;01
04260;04078;04;01
04277;04086;04;01
04420;04081;04;01
04568;04080;04;01
05192;05232;05;07
06002;06015;06;11
06150;06121;06;11
06197;06045;06;11
06450;06109;06;11
07110;07010;07;04
07190;07007;07;04
07200;07022;07;04
07230;07038;07;04
07400;07003;07;04
07714;07032;07;04
07839;07048;07;04
08024;08019;08;09
08240;08113;08;09
08275;08034;08;09
08470;08202;08;09
08591;08014;08;09
08604;08057;08;09
08605;08130;08;09
08612;08132;08;09
08769;08066;08;09
08780;08157;08;09
08789;08048;08;09
09150;09902;09;07
09258;09048;09;07
09260;09274;09;07
09316;09170;09;07
09348;09194;09;07
09559;09217;09;07
09660;09163;09;07
10470;10212;10;11
10613;10130;10;11
10810;10127;10;11
11008;11012;11;01
11080;11012;11;01
11201;11004;11;01
11271;11004;11;01
11320;11021;11;01
11639;11020;11;01
12121;12005;12;10
12190;12031;12;10
12223;12108;12;10
12314;12080;12;10
12460;12140;12;10
12560;12028;12;10
12593;12077;12;10
13130;13042;13;08
13200;13053;13;08
13279;13088;13;08
14080;14021;14;01
14448;14020;14;01
14480;14070;14;01
14530;14041;14;01
14610;14021;14;01
14913;14024;14;01
14914;14048;14;01
15070;15030;15;12
15080;15030;15;12
15108;15019;15;12
15110;15014;15;12
15116;15014;15;12
15123;15016;15;12
15139;15031;15;12
15152;15034;15;12
15379;15032;15;12
15509;15035;15;12
15703;15078;15;12
15806;15083;15;12
15837;15077;15;12
15855;15093;15;12
15966;15073;15;12
15999;15071;15;12
16215;16017;16;08
16300;16052;16;08
16541;16160;16;08
16542;16910;16;08
16700;16198;16;08
16851;16038;16;08
17100;17022;17;09
17134;17195;17;09
17250;17048;17;09
17754;17143;17;09
17869;17224;17;09
18010;18087;18;01
18014;18087;18;01
18120;18013;18;01
18194;18062;18;01
18291;18158;18;01
18327;18115;18;01
18418;18147;18;01
18711;18170;18;01
18860;18089;18;01
19116;19107;19;08
19129;19211;19;08
19150;19130;19;08
19160;19105;19;08
19277;19010;19;08
19355;19277;19;08
20800;20016;20;16
21003;21041;21;01
21005;21041;21;01
21260;21069;21;01
21380;21029;21;01
21560;21057;21;01
22313;22906;22;02
22347;22066;22;02
22351;22057;22;02
22473;22143;22;02
22800;22039;22;02
23004;23050;23;01
23240;23063;23;01
23529;23009;23;01
24071;24089;24;07
24126;24167;24;07
24235;24221;24;07
24273;24055;24;07
24275;24158;24;07
24392;24065;24;07
24402;24115;24;07
24522;24171;24;07
24760;24146;24;07
24792;24124;24;07
24794;24131;24;07
24795;24131;24;07
24980;24060;24;07
25130;25015;25;09
25196;25120;25;09
25198;25120;25;09
25300;25217;25;09
25351;25217;25;09
25540;25121;25;09
25596;25903;25;09
25691;25002;25;09
26147;26108;26;17
26212;09219;09;07
26256;26167;26;17
26261;26113;26;17
26509;26007;26;17
26510;26117;26;17
27144;27011;27;12
27146;27028;27;12
27232;27028;27;12
27275;27046;27;12
27297;27028;27;12
27332;27047;27;12
27348;27024;27;12
27512;27016;27;12
27672;27045;27;12
27692;27026;27;12
27737;27001;27;12
27787;27019;27;12
27849;27001;27;12
28015;28079;28;13
28046;28079;28;13
28082;28079;28;13
28214;28056;28;13
28311;28013;28;13
28739;28063;28;13
28752;28901;28;13
28805;28005;28;13
28840;28084;28;13
28860;28104;28;13
28890;28075;28;13
29007;29067;29;01
29008;29067;29;01
29009;29067;29;01
29071;29067;29;01
29180;29083;29;01
29461;29052;29;01
29551;29036;29;01
29650;29070;29;01
29755;29034;29;01
30003;30030;30;14
30163;30030;30;14
30178;30029;30;14
30438;30017;30;14
30570;30030;30;14
30830;30030;30;14
31100;31206;31;15
31152;31180;31;15
31430;31019;31;15
31510;31108;31;15
31890;31055;31;15
32310;32073;32;12
32371;32060;32;12
32440;32059;32;12
32452;32065;32;12
32453;32074;32;12
32600;32085;32;12
32660;32001;32;12
32689;32028;32;12
32749;32057;32;12
32828;32024;32;12
32840;32006;32;12
32860;32030;32;12
33111;33072;33;03
33140;33044;33;03
33210;33024;33;03
33318;33076;33;03
33449;33025;33;03
33507;33036;33;03
33638;33033;33;03
33692;33033;33;03
33778;33074;33;03
33880;33001;33;03
34004;34120;34;07
34159;34010;34;07
34337;34076;34;07
34350;34232;34;07
34840;34056;34;07
35004;35016;35;05
35016;35016;35;05
35421;35013;35;05
35431;35008;35;05
35544;35024;35;05
36110;36007;36;12
36142;36058;36;12
36215;36057;36;12
36459;36050;36;12
36529;36024;36;12
36558;36018;36;12
36583;36059;36;12
36647;36056;36;12
36684;36017;36;12
36714;36055;36;12
36813;36045;36;12
36845;36019;36;12
36872;36013;36;12
36876;36030;36;12
36887;36009;36;12
37455;37291;37;07
37542;37221;37;07
37592;37272;37;07
37759;37309;37;07
37791;37341;37;07
38293;38023;38;05
38300;38026;38;05
38357;38043;38;05
38390;38039;38;05
38420;38034;38;05
38540;38011;38;05
38689;38019;38;05
38789;38029;38;05
39012;39075;39;06
39071;39075;39;06
39588;39015;39;06
40270;40043;40;07
40298;40081;40;07
40353;40100;40;07
40396;40036;40;07
40542;40229;40;07
40567;40154;40;07
41003;41091;41;01
41092;41091;41;01
41220;41019;41;01
41670;41076;41;01
41897;41057;41;01
42250;42025;42;07
43120;43047;43;09
43202;43123;43;09
43206;43123;43;09
43375;43173;43;09
43549;43014;43;09
43747;43084;43;09
43762;43126;43;09
43882;43037;43;09
43883;43131;43;09
44113;44163;44;02
44134;44218;44;02
44313;44169;44;02
44357;44034;44;02
44381;44228;44;02
44500;44025;44;02
44650;44105;44;02
44661;44013;44;02
45111;45052;45;08
45214;45047;45;08
45340;45123;45;08
45370;45156;45;08
45430;45094;45;08
45511;45077;45;08
45519;45118;45;08
45633;45079;45;08
45690;45137;45;08
46014;46250;46;10
46024;46250;46;10
46131;46250;46;10
46168;46149;46;10
46170;46258;46;10
46182;46190;46;10
46192;46172;46;10
46196;46093;46;10
46267;46130;46;10
46314;46129;46;10
46330;46080;46;10
46418;46125;46;10
46500;46220;46;10
46760;46238;46;10
47640;47115;47;07
47800;47086;47;07
48015;48020;48;16
48100;48069;48;16
48144;48024;48;16
48195;48052;48;16
48220;48001;48;16
48419;48075;48;16
48870;48086;48;16
49010;49275;49;07
49137;49268;49;07
49142;49141;49;07
49410;49080;49;07
49624;49205;49;07
49628;49193;49;07
49781;49220;49;07
49820;49239;49;07
50154;50264;50;02
50180;50272;50;02
50212;50072;50;02
50246;50057;50;02
50335;50067;50;02
50530;50191;50;02
50547;50249;50;02
02127;02060;02;08
03112;03014;03;10
03130;03121;03;10
03185;03133;03;10
03300;03099;03;10
03440;03079;03;10
03469;03023;03;10
04001;04013;04;01
04727;04102;04;01
04813;04006;04;01
05212;05046;05;07
05634;05104;05;07
05635;05165;05;07
06230;06122;06;11
06430;06160;06;11
06488;06031;06;11
06860;06046;06;11
06870;06058;06;11
06894;06009;06;11
07142;07053;07;04
07160;07011;07;04
07320;07056;07;04
07710;07052;07;04
07860;07024;07;04
07870;07024;07;04
08194;08238;08;09
08196;08205;08;09
08204;08187;08;09
08224;08279;08;09
08290;08266;08;09
08514;08109;08;09
08614;08078;08;09
08692;08175;08;09
08731;08227;08;09
08901;08101;08;09
08912;08015;08;09
09080;09059;09;07
09244;09135;09;07
09248;09056;09;07
09252;09220;09;07
09293;09057;09;07
09430;09174;09;07
09557;09903;09;07
10100;10121;10;11
10180;10198;10;11
10261;10153;10;11
10359;10160;10;11
10400;10104;10;11
10670;10047;10;11
10671;10016;10;11
11011;11012;11;01
11403;11020;11;01
12100;12040;12;10
12159;12038;12;10
12161;12119;12;10
12221;12109;12;10
12317;12068;12;10
12350;12036;12;10
12513;12042;12;10
12528;12057;12;10
12549;12021;12;10
13191;13067;13;08
13270;13013;13;08
13380;13009;13;08
13680;13044;13;08
14207;14032;14;01
14940;14044;14;01
15007;15030;15;12
15010;15030;15;12
15145;15041;15;12
15292;15020;15;12
15326;15070;15;12
15598;15076;15;12
15917;15065;15;12
15979;15071;15;12
16140;16245;16;08
16200;16134;16;08
16260;16125;16;08
16372;16082;16;08
16620;16007;16;08
16623;16072;16;08
16708;16063;16;08
16800;16170;16;08
17070;17079;17;09
17246;17181;17;09
17442;17116;17;09
17463;17068;17;09
18128;18192;18;01
18198;18101;18;01
18500;18089;18;01
18520;18002;18;01
19100;19212;19;08
19163;19105;19;08
19170;19071;19;08
19192;19290;19;08
19315;19178;19;08
19357;19034;19;08
19361;19332;19;08
19400;19053;19;08
20268;20071;20;16
20303;20045;20;16
20720;20017;20;16
20740;20027;20;16
21239;21025;21;01
21350;21004;21;01
21431;21042;21;01
21450;21021;21;01
22070;22125;22;02
22071;22125;22;02
22112;22011;22;02
22121;22222;22;02
22338;22190;22;02
22480;22117;22;02
22591;22077;22;02
23005;23050;23;01
23268;23029;23;01
23289;23012;23;01
23469;23092;23;01
23590;23017;23;01
23640;23086;23;01
23750;23007;23;01
24122;24061;24;07
24155;24201;24;07
24193;24089;24;07
24442;24041;24;07
24545;24007;24;07
24560;24206;24;07
24765;24131;24;07
24900;24130;24;07
25005;25120;25;09
25008;25120;25;09
25110;25228;25;09
25143;25168;25;09
25155;25006;25;09
25164;25224;25;09
25170;25232;25;09
25172;25142;25;09
25179;25133;25;09
25200;25072;25;09
25216;25085;25;09
25244;25093;25;09
25500;25171;25;09
25510;25227;25;09
25526;25173;25;09
25650;25115;25;09
25700;25203;25;09
25714;25140;25;09
25715;25005;25;09
25730;25034;25;09
25737;25034;25;09
26211;26063;26;17
26280;26061;26;17
26292;26166;26;17
26311;26015;26;17
26586;26100;26;17
27003;27028;27;12
27134;27018;27;12
27135;27018;27;12
27217;27040;27;12
27276;27004;27;12
27470;27041;27;12
27540;27058;27;12
27558;27060;27;12
27650;27034;27;12
27663;27006;27;12
27860;27064;27;12
27892;27019;27;12
28002;28079;28;13
28051;28079;28;13
28052;28079;28;13
28522;28123;28;13
50793;50102;50;02
28610;28174;28;13
28793;28085;28;13
29109;29090;29;01
29500;29012;29;01
29600;29069;29;01
30620;30020;30;14
30831;30030;30;14
31012;31201;31;15
31015;31201;31;15
31130;31161;31;15
31173;31193;31;15
31264;31005;31;15
31392;31205;31;15
31411;31135;31;15
31415;31210;31;15
31451;31181;31;15
32153;32026;32;12
32164;32052;32;12
32365;32083;32;12
32417;32003;32;12
32526;32013;32;12
32640;32032;32;12
32699;32085;32;12
33008;33044;33;03
33195;33044;33;03
33196;33044;33;03
33344;33013;33;03
33345;33056;33;03
33423;33035;33;03
33590;33036;33;03
33611;33037;33;03
33616;33037;33;03
33677;33002;33;03
33729;33007;33;03
33734;33029;33;03
33736;33027;33;03
33738;33027;33;03
34133;34127;34;07
34420;34011;34;07
34467;34104;34;07
34480;34005;34;07
35218;35026;35;05
35488;35009;35;05
36117;36007;36;12
36154;36038;36;12
36205;36057;36;12
36320;36045;36;12
36416;36033;36;12
36590;36059;36;12
36848;36019;36;12
36885;36009;36;12
37006;37274;37;07
37115;37342;37;07
37160;37364;37;07
37173;37004;37;07
37186;37209;37;07
37454;37346;37;07
37481;37140;37;07
37520;37054;37;07
37621;37099;37;07
37670;37298;37;07
37763;37287;37;07
37766;37124;37;07
38140;38038;38;05
38200;38023;38;05
38204;38023;38;05
38470;38042;38;05
38660;38006;38;05
39314;39076;39;06
39450;39046;39;06
39528;39024;39;06
39530;39060;39;06
39612;39052;39;06
39618;39040;39;06
39670;39056;39;06
39698;39078;39;06
40145;40135;40;07
40152;40233;40;07
40214;40124;40;07
40233;40149;40;07
40392;40035;40;07
40449;40185;40;07
40461;40138;40;07
40465;40178;40;07
41080;41091;41;01
41440;41055;41;01
41550;41001;41;01
41563;41039;41;01
41660;41100;41;01
41770;41064;41;01
41908;41028;41;01
42126;42021;42;07
42145;42061;42;07
42150;42215;42;07
42159;42160;42;07
42310;42043;42;07
42320;42162;42;07
42329;42103;42;07
43071;43148;43;09
43152;43103;43;09
43390;43128;43;09
43414;43086;43;09
43459;43086;43;09
43718;43002;43;09
43771;43127;43;09
44141;44236;44;02
44222;44222;44;02
44390;44207;44;02
44430;44240;44;02
44564;44145;44;02
44588;44037;44;02
44779;44099;44;02
45270;45102;45;08
45479;45092;45;08
45529;45203;45;08
45620;45105;45;08
45638;45132;45;08
45681;45080;45;08
45684;45086;45;08
46112;46250;46;10
46193;46176;46;10
46270;46257;46;10
46950;46110;46;10
47161;47175;47;07
47190;47230;47;07
47219;47100;47;07
47290;47057;47;07
47300;47114;47;07
47610;47231;47;07
48002;48020;48;16
48250;48095;48;16
48269;48058;48;16
48291;48091;48;16
48620;48043;48;16
48901;48013;48;16
49019;49275;49;07
49070;49275;49;07
49122;49222;49;07
49178;49149;49;07
49260;49023;49;07
49327;49225;49;07
49540;49068;49;07
49562;49262;49;07
49573;49100;49;07
49697;49256;49;07
49717;49191;49;07
49881;49219;49;07
50193;50297;50;02
50217;50263;50;02
50267;50166;50;02
50336;50067;50;02
50369;50028;50;02
50411;50089;50;02
50440;50180;50;02
50581;50141;50;02
50740;50115;50;02
50760;50278;50;02
50782;50083;50;02
52004;52001;52;19
01002;01059;01;16
02316;02070;02;08
03202;03065;03;10
03208;03065;03;10
03293;03065;03;10
03578;03112;03;10
03803;03009;03;10
04130;04013;04;01
04151;04013;04;01
04629;04016;04;01
04647;04035;04;01
04810;04070;04;01
04897;04083;04;01
05147;05080;05;07
05300;05065;05;07
05515;05186;05;07
05693;05085;05;07
06005;06015;06;11
06071;06015;06;11
06100;06095;06;11
06140;06128;06;11
06192;06155;06;11
06240;06052;06;11
06650;06125;06;11
06656;06057;06;11
07143;07047;07;04
07748;07037;07;04
07813;07054;07;04
07816;07046;07;04
08014;08019;08;09
08182;08210;08;09
08241;08113;08;09
08292;08162;08;09
08320;08118;08;09
08359;08193;08;09
08390;08282;08;09
08510;08116;08;09
08522;08111;08;09
08673;08308;08;09
08690;08244;08;09
08735;08304;08;09
08799;08145;08;09
09070;09059;09;07
09215;09109;09;07
09271;09298;09;07
09312;09391;09;07
09319;09117;09;07
09347;09194;09;07
09594;09213;09;07
09680;09246;09;07
09692;09067;09;07
10170;10126;10;11
10181;10177;10;11
10272;10161;10;11
10480;10111;10;11
10530;10175;10;11
10540;10123;10;11
10550;10018;10;11
10590;10116;10;11
10663;10063;10;11
10894;10210;10;11
11110;11031;11;01
11139;11015;11;01
11280;11004;11;01
11590;11020;11;01
11679;11019;11;01
11693;11002;11;01
12163;12051;12;10
12222;12002;12;10
12469;12097;12;10
12511;12096;12;10
12597;12102;12;10
13108;13051;13;08
13117;13017;13;08
13490;13046;13;08
14280;14008;14;01
14858;14019;14;01
15141;15005;15;12
15172;15058;15;12
15213;15057;15;12
15270;15023;15;12
15360;15901;15;12
15403;15036;15;12
15572;15054;15;12
15596;15054;15;12
15659;15017;15;12
15850;15093;15;12
15980;15065;15;12
15995;15071;15;12
16190;16904;16;08
16760;16139;16;08
16852;16140;16;08
16870;16035;16;08
17007;17079;17;09
17071;17079;17;09
17210;17117;17;09
17457;17150;17;09
17474;17225;17;09
17500;17147;17;09
17745;17088;17;09
17851;17098;17;09
17856;17046;17;09
18191;18094;18;01
18220;18003;18;01
18312;18122;18;01
18438;18016;18;01
18511;18907;18;01
19127;19184;19;08
19143;19155;19;08
19184;19305;19;08
19247;19156;19;08
19459;19086;19;08
20016;20069;20;16
20159;20028;20;16
20301;20045;20;16
20739;20020;20;16
21310;21017;21;01
21570;21068;21;01
21840;21053;21;01
22140;22150;22;02
22161;22904;22;02
22162;22904;22;02
22391;22214;22;02
22416;22193;22;02
22460;22177;22;02
22485;22246;22;02
22583;25234;25;09
22637;22059;22;02
22870;22250;22;02
23009;23050;23;01
23265;23062;23;01
23370;23065;23;01
23400;23092;23;01
23509;23092;23;01
23537;23902;23;01
23611;23041;23;01
23649;23086;23;01
24140;24202;24;07
24164;24079;24;07
24205;24188;24;07
24222;24902;24;07
24329;24139;24;07
24458;24169;24;07
24524;24198;24;07
24767;24154;24;07
24839;24098;24;07
24852;24021;24;07
24879;24068;24;07
24885;24020;24;07
25176;25226;25;09
25186;25125;25;09
25197;25120;25;09
25210;25110;25;09
25266;25046;25;09
25290;25075;25;09
25592;25039;25;09
25635;25234;25;09
25726;25127;25;09
26126;26091;26;17
26313;26160;26;17
26322;26014;26;17
26500;26036;26;17
27002;27028;27;12
27116;27018;27;12
27308;27022;27;12
27310;27052;27;12
27344;27008;27;12
27380;27022;27;12
27544;27058;27;12
27556;27060;27;12
27618;27057;27;12
01004;01059;01;16
01100;01059;01;16
02620;02048;02;08
03113;03014;03;10
03140;03076;03;10
03559;03014;03;10
03599;03018;03;10
03650;03105;03;10
03749;03063;03;10
03770;03138;03;10
03814;03022;03;10
03839;03092;03;10
04431;04054;04;01
04531;04005;04;01
04639;04093;04;01
04649;04075;04;01
04691;04053;04;01
04713;04029;04;01
04717;04902;04;01
04890;04083;04;01
05133;05215;05;07
05299;05134;05;07
05489;05047;05;07
05571;05038;05;07
06183;06015;06;11
06208;06152;06;11
06691;10017;06;11
06908;06086;06;11
06919;06101;06;11
06920;06014;06;11
07008;07040;07;04
07316;07058;07;04
07559;07062;07;04
07690;07057;07;04
08026;08019;08;09
08171;08205;08;09
08269;08141;08;09
08460;08259;08;09
08540;08067;08;09
08619;08024;08;09
08691;08127;08;09
08711;08143;08;09
08717;08008;08;09
08738;08168;08;09
08812;08231;08;09
08915;08015;08;09
09001;09059;09;07
09127;09045;09;07
09145;09905;09;07
09462;09003;09;07
09585;09410;09;07
10220;10195;10;11
10251;10011;10;11
10292;10195;10;11
10500;10203;10;11
10570;10162;10;11
10697;10116;10;11
10817;10040;10;11
10865;10039;10;11
10940;10082;10;11
11150;11007;11;01
11158;11039;11;01
11530;11030;11;01
11549;11032;11;01
11592;11020;11;01
12130;12902;12;10
12166;12105;12;10
12428;12133;12;10
13332;13089;13;08
13342;13069;13;08
13413;13003;13;08
13429;13052;13;08
14029;14021;14;01
14190;14021;14;01
14200;14052;14;01
14298;14029;14;01
14430;14001;14;01
14511;14038;14;01
15125;15052;15;12
15179;15058;15;12
15218;15057;15;12
15220;15002;15;12
15327;15070;15;12
15562;15076;15;12
15568;15081;15;12
15656;15093;15;12
15669;15017;15;12
15687;15059;15;12
15863;15056;15;12
15880;15089;15;12
15912;15074;15;12
16143;16909;16;08
16311;16036;16;08
16313;16014;16;08
16350;16055;16;08
16360;16131;16;08
16411;16086;16;08
16452;16217;16;08
16521;16112;16;08
16630;16133;16;08
16779;16034;16;08
16860;16242;16;08
17174;17161;17;09
17487;17047;17;09
17746;17031;17;09
17820;17015;17;09
18004;18087;18;01
18184;18024;18;01
18400;18147;18;01
18611;18133;18;01
18613;18140;18;01
18670;18184;18;01
19151;19082;19;08
19392;19099;19;08
20004;20069;20;16
20120;20040;20;16
21292;21033;21;01
21520;21006;21;01
22004;22125;22;02
22240;22226;22;02
22320;22051;22;02
22366;22182;22;02
22530;22254;22;02
22638;22059;22;02
22770;22076;22;02
22773;22076;22;02
23190;23067;23;01
23390;23016;23;01
23478;23904;23;01
23615;23060;23;01
23712;23049;23;01
24111;24202;24;07
24141;24029;24;07
24151;24151;24;07
24377;24083;24;07
24384;24122;24;07
24401;24115;24;07
24410;24007;24;07
24440;24041;24;07
24479;24110;24;07
24493;24169;24;07
24512;24209;24;07
24520;24198;24;07
24620;24061;24;07
24690;24901;24;07
24847;24179;24;07
24869;24199;24;07
25004;25120;25;09
25245;25252;25;09
25529;25173;25;09
25570;25901;25;09
25575;25017;25;09
25654;25234;25;09
26151;26019;26;17
26350;26046;26;17
26370;26105;26;17
26374;26096;26;17
27113;27035;27;12
27127;27011;27;12
27142;27011;27;12
27187;27049;27;12
27258;27010;27;12
27294;27028;27;12
27333;27047;27;12
27340;27008;27;12
27362;27043;27;12
27375;27065;27;12
27413;27031;27;12
27516;27016;27;12
27626;27055;27;12
27659;27034;27;12
27715;27051;27;12
27747;27030;27;12
27775;27002;27;12
27821;27065;27;12
27845;27001;27;12
27868;27064;27;12
27891;27013;27;12
28011;28079;28;13
28012;28079;28;13
28080;28079;28;13
28160;28145;28;13
28210;28095;28;13
28213;28042;28;13
28240;28072;28;13
28310;28013;28;13
28450;28046;28;13
28480;28068;28;13
28630;28171;28;13
28721;28029;28;13
28760;28903;28;13
28990;28150;28;13
29016;29067;29;01
29200;29015;29;01
29612;29076;29;01
29740;29094;29;01
30005;30030;30;14
30360;30041;30;14
30392;30016;30;14
30440;30028;30;14
30508;30027;30;14
30540;30011;30;14
30562;30018;30;14
30708;30037;30;14
31008;31201;31;15
31131;31074;31;15
31153;31089;31;15
31170;31131;31;15
31260;31152;31;15
31450;31181;31;15
31470;31088;31;15
31486;31086;31;15
31523;31048;31;15
31590;31070;31;15
31730;31050;31;15
31791;31226;31;15
32546;32034;32;12
32654;32067;32;12
32669;32001;32;12
32740;32043;32;12
32895;32042;32;12
32970;32054;32;12
33114;33052;33;03
33187;33066;33;03
33410;33004;33;03
33491;33014;33;03
33681;33002;33;03
33696;33044;33;03
33727;33007;33;03
33735;33061;33;03
33756;33018;33;03
33812;33022;33;03
33828;33026;33;03
33839;33005;33;03
33860;33059;33;03
33929;33031;33;03
34218;34057;34;07
34411;34155;34;07
34449;34246;34;07
34839;34056;34;07
35017;35016;35;05
35300;35021;35;05
35411;35006;35;05
35470;35020;35;05
35540;35024;35;05
35570;35034;35;05
36160;36038;36;12
36207;36057;36;12
36447;36034;36;12
36456;36050;36;12
36474;36049;36;12
36586;36059;36;12
36851;36019;36;12
36866;36042;36;12
36911;36026;36;12
36958;36029;36;12
37111;37030;37;07
37148;37329;37;07
37170;37365;37;07
37176;37028;37;07
37184;37362;37;07
37256;37191;37;07
37290;37052;37;07
37317;37077;37;07
37329;37012;37;07
37419;37128;37;07
37500;37107;37;07
37541;37091;37;07
37639;37026;37;07
37730;37171;37;07
37786;37143;37;07
38005;38038;38;05
38203;38023;38;05
38879;38049;38;05
38892;38049;38;05
38912;38013;38;05
39011;39075;39;06
39120;39052;39;06
39192;39043;39;06
39520;39024;39;06
39750;39023;39;06
40175;40125;40;07
40357;40092;40;07
40394;40205;40;07
40440;40185;40;07
40493;40231;40;07
40520;40024;40;07
41014;41091;41;01
41019;41091;41;01
41218;41049;41;01
41318;41101;41;01
41400;41039;41;01
41429;41022;41;01
41520;41102;41;01
41730;41020;41;01
41889;41031;41;01
42190;42173;42;07
42259;42025;42;07
43153;43066;43;09
43361;43096;43;09
43379;43096;43;09
43480;43171;43;09
43529;43133;43;09
44156;44130;44;02
44158;44017;44;02
44311;44258;44;02
44420;44143;44;02
44423;44143;44;02
44441;44103;44;02
44560;44071;44;02
44566;44178;44;02
44592;44067;44;02
45120;45153;45;08
45163;45174;45;08
45530;45158;45;08
45611;45130;45;08
45691;45137;45;08
46110;46135;46;10
46137;46199;46;10
46177;46247;46;10
46180;46051;46;10
46181;46067;46;10
46190;46214;46;10
46198;46167;46;10
46266;46040;46;10
46291;46063;46;10
46313;46249;46;10
46410;46235;46;10
46844;46185;46;10
47152;47186;47;07
47184;47062;47;07
47270;47050;47;07
47310;47030;47;07
47316;47059;47;07
47462;47020;47;07
47664;47046;47;07
47830;47164;47;07
48008;48020;48;16
48130;48012;48;16
48380;48070;48;16
48383;48914;48;16
48550;48071;48;16
01120;01037;01;16
01207;01051;01;16
02100;02073;02;08
02152;02002;02;08
02328;02003;02;08
02462;02028;02;08
02611;02057;02;08
02638;02050;02;08
02653;02004;02;08
03009;03014;03;10
03012;03014;03;10
03158;03059;03;10
03195;03065;03;10
03291;03065;03;10
03540;03014;03;10
03668;03013;03;10
03700;03063;03;10
03725;03128;03;10
03739;03082;03;10
03838;03010;03;10
04009;04013;04;01
04288;04048;04;01
04430;04055;04;01
04530;04901;04;01
04618;04035;04;01
04640;04075;04;01
04711;04902;04;01
05071;05019;05;07
05190;05195;05;07
05214;05177;05;07
05289;05206;05;07
05415;05100;05;07
05630;05904;05;07
06207;06002;06;11
06226;06068;06;11
06473;06151;06;11
06939;06076;06;11
07310;07012;07;04
07313;07058;07;04
07315;07019;07;04
07519;07035;07;04
07703;07032;07;04
07760;07015;07;04
07829;07048;07;04
08120;08105;08;09
08231;08290;08;09
08295;08262;08;09
08450;08106;08;09
08517;08255;08;09
08530;08088;08;09
08906;08101;08;09
08910;08015;08;09
09196;09093;09;07
09200;09219;09;07
09212;09412;09;07
09216;09109;09;07
09311;09168;09;07
09390;09197;09;07
09613;09330;09;07
09691;09084;09;07
10412;10079;10;11
10492;10206;10;11
10624;10041;10;11
10666;10005;10;11
10813;10152;10;11
10890;10205;10;11
11401;11020;11;01
13100;13063;13;08
13310;13087;13;08
13596;13015;13;08
14240;14009;14;01
14729;14005;14;01
15114;15068;15;12
15127;15092;15;12
15250;15053;15;12
15290;15053;15;12
15318;15001;15;12
15325;15070;15;12
15347;15022;15;12
